Formation;Nom anonymisé;Prénom anonymisé;Numéro;Genre;Date de naissance;Profil;Type établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Série;LV 1;LV 2
DUT CS;XXX6084;Yyy282;490013;F;06/02/2002;En Terminale;Lycée français;Lycée Murat;Issoire;63;France;STMG;Anglais;Espagnol
DUT INFO;XXX9264;Yyy650;490228;M;04/12/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX7812;Yyy828;490228;M;04/12/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX2534;Yyy420;490243;M;04/07/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX4103;Yyy242;490255;M;23/02/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX8654;Yyy992;490255;M;23/02/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX9413;Yyy687;490259;M;09/11/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX3617;Yyy799;490271;M;03/07/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX4745;Yyy763;490271;M;03/07/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX5244;Yyy885;490284;M;04/05/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT GIM;XXX7605;Yyy586;490286;M;04/10/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Allemand
DUT INFO;XXX7394;Yyy599;490289;M;15/01/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;ES;Espagnol;Anglais
DUT INFO;XXX9984;Yyy163;490303;M;21/10/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX1472;Yyy904;490332;M;25/02/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX4052;Yyy711;490333;M;09/05/2001;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX4207;Yyy299;490333;M;09/05/2001;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX6702;Yyy324;490341;M;28/03/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX4744;Yyy833;490354;M;29/11/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX5559;Yyy127;490365;M;24/05/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX6070;Yyy689;490365;M;24/05/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX7209;Yyy909;490375;M;27/09/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX3823;Yyy897;490375;M;27/09/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX9403;Yyy358;490383;M;18/08/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX6256;Yyy971;490393;M;23/01/2001;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT GIM;XXX3011;Yyy667;490402;M;05/08/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX1136;Yyy402;490402;M;05/08/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT RT;XXX5556;Yyy973;490420;F;13/08/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Espagnol;Anglais
DUT CS;XXX8167;Yyy137;490420;F;13/08/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Espagnol;Anglais
DUT INFO;XXX4063;Yyy546;490425;M;23/02/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX3603;Yyy407;490428;F;12/02/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX5984;Yyy969;490431;M;05/03/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Allemand
DUT GIM;XXX1642;Yyy608;490448;M;21/01/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;STMG;Anglais;Espagnol
DUT INFO;XXX6265;Yyy351;490448;M;21/01/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;STMG;Anglais;Espagnol
DUT INFO;XXX8773;Yyy718;490482;M;08/11/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT INFO;XXX8357;Yyy307;490515;M;07/03/2002;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Espagnol
DUT GIM;XXX3255;Yyy850;490521;M;07/10/2000;En Terminale;Lycée français;lycée général de fonsorbes;Fonsorbes;31;France;S;Anglais;Arabe
DUT INFO;XXX3588;Yyy890;491425;M;18/07/2002;En Terminale;Lycée français;LGT Livet;Nantes;44;France;STI2D;Anglais;Allemand
DUT RT;XXX2753;Yyy495;491425;M;18/07/2002;En Terminale;Lycée français;LGT Livet;Nantes;44;France;STI2D;Anglais;Allemand
DUT GIM;XXX6237;Yyy529;491622;M;12/12/2002;En Terminale;Lycée français;LGT Livet;Nantes;44;France;S;Anglais;Espagnol
DUT INFO;XXX7805;Yyy441;491670;M;07/07/2002;En Terminale;Lycée français;LGT Livet;Nantes;44;France;S;Anglais;Allemand
DUT INFO;XXX4665;Yyy219;491936;M;07/08/2002;En Terminale;Lycée français;Lycée Modeste Leroy;Evreux;27;France;STI2D;Anglais;Espagnol
DUT RT;XXX7970;Yyy589;491936;M;07/08/2002;En Terminale;Lycée français;Lycée Modeste Leroy;Evreux;27;France;STI2D;Anglais;Espagnol
DUT INFO;XXX8888;Yyy603;491976;M;03/06/2002;En Terminale;Lycée français;Lycée Modeste Leroy;Evreux;27;France;S;Anglais;Allemand
DUT INFO;XXX2980;Yyy636;492503;M;23/12/2002;En Terminale;Lycée français;Lycée Acajou 2;Le Lamentin;972;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6398;Yyy295;492529;M;05/09/2002;En Terminale;Lycée français;Lycée Acajou 2;Le Lamentin;972;France;STI2D;Anglais;Espagnol
DUT RT;XXX8500;Yyy624;492585;M;20/04/2001;En Terminale;Lycée français;Lycée Acajou 2;Le Lamentin;972;France;S;Anglais;Espagnol
DUT INFO;XXX9717;Yyy677;492716;M;18/02/2002;En Terminale;Lycée français;Lycée Acajou 2;Le Lamentin;972;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7988;Yyy847;492752;M;30/12/2002;En Terminale;Lycée français;Lycée Acajou 2;Le Lamentin;972;France;STI2D;Anglais;Espagnol
DUT RT;XXX1576;Yyy487;492923;M;18/11/2002;En Terminale;Lycée français;LP SAINT-FRANCOIS D'ASSISE;La Roche-sur-Yon;85;France;P;Anglais;
DUT CS;XXX2036;Yyy924;494247;F;09/02/2002;En Terminale;Lycée français;Lycée Jean-Baptiste Schwilgue;Sélestat;67;France;ST2S;Anglais;Allemand
DUT INFO;XXX3218;Yyy173;494589;M;05/07/2002;En Terminale;Lycée français;Lycée Gaspard Monge;Savigny-sur-Orge;91;France;STI2D;Anglais;Allemand
DUT INFO;XXX5331;Yyy998;494608;M;22/01/2002;En Terminale;Lycée français;Lycée Gaspard Monge;Savigny-sur-Orge;91;France;S;Anglais;Allemand
DUT GIM;XXX6056;Yyy572;494763;M;04/02/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX6972;Yyy803;494763;M;04/02/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX1330;Yyy665;494779;M;24/11/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT INFO;XXX6644;Yyy500;494801;M;27/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX7713;Yyy186;494801;M;27/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX3252;Yyy998;494806;M;15/09/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Espagnol;Anglais
DUT RT;XXX3215;Yyy832;494823;M;26/02/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT GIM;XXX8404;Yyy632;494843;M;23/10/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Espagnol;Anglais
DUT GIM;XXX6218;Yyy724;494851;M;12/07/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;ES;Anglais;Italien
DUT INFO;XXX2294;Yyy523;494854;M;27/11/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX1360;Yyy398;494877;M;12/02/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX9916;Yyy161;494881;M;30/05/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT CS;XXX9764;Yyy722;494890;F;18/02/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Espagnol;Anglais
DUT GIM;XXX5876;Yyy927;494898;M;18/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;ES;Anglais;Espagnol
DUT INFO;XXX9334;Yyy504;494898;M;18/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;ES;Anglais;Espagnol
DUT RT;XXX9685;Yyy467;494898;M;18/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;ES;Anglais;Espagnol
DUT INFO;XXX9686;Yyy996;494910;M;20/05/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX8236;Yyy268;494910;M;20/05/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX7100;Yyy971;494914;M;29/10/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX1174;Yyy788;494920;M;13/03/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Espagnol;Anglais
DUT INFO;XXX3456;Yyy925;494934;M;12/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT RT;XXX9843;Yyy192;494934;M;12/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT CS;XXX7219;Yyy778;494952;F;10/02/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT RT;XXX5053;Yyy505;495017;F;19/09/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;ES;Anglais;Espagnol
DUT INFO;XXX5976;Yyy813;495020;M;12/12/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT CS;XXX7476;Yyy616;495026;F;10/01/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT RT;XXX3704;Yyy855;495045;M;20/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX6586;Yyy859;495046;F;29/04/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT INFO;XXX2485;Yyy733;495066;M;11/09/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;ES;Anglais;Espagnol
DUT RT;XXX3262;Yyy616;495073;M;06/08/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT CS;XXX7646;Yyy758;495086;F;11/04/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT CS;XXX3989;Yyy880;495103;F;23/10/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT GIM;XXX3196;Yyy895;495121;M;04/09/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT GIM;XXX5130;Yyy543;495132;M;09/12/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Espagnol;Anglais
DUT INFO;XXX3078;Yyy500;495139;M;21/02/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;S;Anglais;Espagnol
DUT CS;XXX1190;Yyy404;495146;F;14/11/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT CS;XXX5357;Yyy133;495153;F;28/04/2002;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Espagnol;Anglais
DUT INFO;XXX7267;Yyy923;495174;M;26/12/2000;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT RT;XXX8741;Yyy502;495174;M;26/12/2000;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT GIM;XXX1422;Yyy938;495196;M;06/05/2001;En Terminale;Lycée français;Lycée Toulouse-Lautrec;Toulouse;31;France;STMG;Anglais;Espagnol
DUT INFO;XXX5785;Yyy218;495448;M;05/07/2002;En Terminale;Lycée français;Lycée général et technologique La Colinière;Nantes;44;France;S;Anglais;Espagnol
DUT INFO;XXX9772;Yyy509;495679;M;12/06/2002;En Terminale;Lycée français;Lycée Saint Etienne;Cahors;46;France;ES;Anglais;Espagnol
